chinese,thai_meaning,category,hsk_level
具有,"มี, ครอบครอง",,hsk3
内,"ข้างใน, ด้านใน",,hsk3
内容,"เนื้อหา, สาระ",,hsk3
内心,"จิตใจ, ความรู้สึกภายใน",,hsk3
农业,เกษตรกรรม,,hsk3
冬,ฤดูหนาว,,hsk3
决赛,รอบชิงชนะเลิศ,,hsk3
准,"แม่นยำ, แน่นอน, เตรียมพร้อม",,hsk3
凉水,น้ำเย็น,,hsk3
刀,"มีด, ดาบ",,hsk3
分组,การแบ่งกลุ่ม,,hsk3
分配,"จัดสรร, แบ่งปัน",,hsk3
划船,พายเรือ,,hsk3
创业,เริ่มต้นธุรกิจ,,hsk3
创作,"สร้างสรรค์, สร้างงาน",,hsk3
创造,"สร้าง, สร้างสรรค์",,hsk3
初,"เริ่มต้น, แรก",,hsk3
初一,ชั้นประถมศึกษาปีที่ 1,,hsk3
初中,โรงเรียนมัธยมต้น,,hsk3
初步,"เบื้องต้น, ขั้นต้น",,hsk3
初级,"ระดับต้น, ขั้นต้น",,hsk3
判断,"ตัดสิน, วินิจฉัย",,hsk3
制作,"ผลิต, สร้าง",,hsk3
制定,"กำหนด, วางแผน",,hsk3
前后,"ก่อนและหลัง, รอบๆ",,hsk3
前往,"มุ่งหน้าไป, ไปยัง",,hsk3
前进,ก้าวไปข้างหน้า,,hsk3
剧场,โรงละคร,,hsk3
力,"กำลัง, พลัง, ความสามารถ",,hsk3
功夫,"กังฟู, วิชาการต่อสู้",,hsk3
功能,"ฟังก์ชัน, หน้าที่",,hsk3
功课,การบ้าน,,hsk3
加工,"แปรรูป, ปรุงแต่ง",,hsk3
加强,"เสริมสร้าง, ทำให้แข็งแกร่งขึ้น",,hsk3
加快,"เร่งความเร็ว, ทำให้เร็วขึ้น",,hsk3
动人,"น่าประทับใจ, ซาบซึ้งใจ",,hsk3
动力,"แรงขับเคลื่อน, พลังงาน",,hsk3
化,"ทำให้เป็น, เปลี่ยนเป็น, ละลาย ; การทำให้เป็น, การเปลี่ยนแปลง, การละลาย",,hsk3
北部,"ภาคเหนือ, ทางเหนือ",,hsk3
区,"เขต, พื้นที่, ย่าน",,hsk3
升,"เพิ่มขึ้น, สูงขึ้น, เลื่อนขึ้น",,hsk3
华人,"ชาวจีน, คนจีน",,hsk3
单元,"หน่วย, ส่วน, บท",,hsk3
南部,"ภาคใต้, ทางใต้",,hsk3
危害,"อันตราย, ภัย, ความเสียหาย",,hsk3
厂,"โรงงาน, แหล่งผลิต",,hsk3
压,"กด, บีบ, ทับ",,hsk3
压力,"ความกดดัน, ความเครียด",,hsk3
去世,"เสียชีวิต, ตาย",,hsk3
双,"คู่, สอง, สองเท่า",,hsk3
反对,"ต่อต้าน, คัดค้าน",,hsk3
反正,"อย่างไรก็ตาม, ยังไงก็, ไม่ว่ายังไง",,hsk3
发出,"ปล่อย, ส่งออก, แผ่",,hsk3
发动,"ริเริ่ม, เริ่มต้น, ปลุกระดม",,hsk3
发明,"ประดิษฐ์, คิดค้น",,hsk3
发言,"กล่าวสุนทรพจน์, แสดงความคิดเห็น",,hsk3
发达,"พัฒนา, เจริญ, รุ่งเรือง",,hsk3
发送,"ส่ง, จัดส่ง",,hsk3
受,"รับ, ได้รับ, ถูก",,hsk3
受伤,"บาดเจ็บ, ได้รับบาดเจ็บ",,hsk3
变为,"กลายเป็น, เปลี่ยนเป็น",,hsk3
古,"โบราณ, เก่าแก่",,hsk3
另一方面,"ในทางกลับกัน, อีกด้านหนึ่ง",,hsk3
只好,"ต้อง, จำเป็นต้อง",,hsk3
只有,"เพียงแค่, เท่านั้น",,hsk3
台,"แท่น, เวที, เครื่อง",,hsk3
各,"แต่ละ, ทุกๆ",,hsk3
各位,"ทุกท่าน, ทุกๆ คน",,hsk3
各地,"ทั่วทุกแห่ง, ทุกที่",,hsk3
各种,"หลากหลาย, ทุกประเภท",,hsk3
各自,"แต่ละคน, ต่างคนต่าง",,hsk3
合,"รวม, ผสม, เข้ากัน ; เหมาะสม, พอดี",,hsk3
后年,"ปีมะรืน, สองปีข้างหน้า",,hsk3
后果,"ผลที่ตามมา, ผลลัพธ์",,hsk3
否定,"การปฏิเสธ, การคัดค้าน",,hsk3
否认,"ปฏิเสธ, ไม่ยอมรับ",,hsk3
吵,"ทะเลาะ, โต้เถียง, เสียงดัง",,hsk3
告别,"อำลา, ลาจาก",,hsk3
员,"สมาชิก, บุคลากร",,hsk3
员工,"พนักงาน, ลูกจ้าง",,hsk3
哈哈,ฮ่าๆ (เสียงหัวเราะ),,hsk3
因此,"ดังนั้น, เพราะฉะนั้น",,hsk3
团,"กลุ่ม, คณะ",,hsk3
团体,"องค์กร, กลุ่ม",,hsk3
团结,"สามัคคี, ความสามัคคี",,hsk3
困,"ลำบาก, ยากแค้น, ติดขัด",,hsk3
围,"ล้อม, โอบล้อม",,hsk3
国内,"ในประเทศ, ภายในประเทศ",,hsk3
国庆,วันชาติ,,hsk3
图,"แผนที่, รูปภาพ, ภาพวาด",,hsk3
图画,"ภาพวาด, รูปภาพ",,hsk3
地区,"ภูมิภาค, เขตแดน",,hsk3
城,"เมือง, นคร",,hsk3
基本上,"โดยพื้นฐานแล้ว, โดยหลักการแล้ว",,hsk3
增长,"การเติบโต, การเพิ่มขึ้น",,hsk3
声明,"แถลงการณ์, ประกาศ",,hsk3
复印,"ถ่ายเอกสาร, สำเนา",,hsk3
夏,ฤดูร้อน,,hsk3
外交,"การทูต, การต่างประเทศ",,hsk3
外文,"ภาษาต่างประเทศ, ภาษาต่างชาติ",,hsk3
失去,"สูญเสีย, พลาดไป",,hsk3
头脑,"สมอง, จิตใจ",,hsk3
女子,"ผู้หญิง, เพศหญิง",,hsk3
奶茶,ชานม,,hsk3
好好,"อย่างดี, อย่างตั้งใจ, อย่างเหมาะสม",,hsk3
始终,"ตลอด, ตั้งแต่ต้นจนจบ",,hsk3
子女,ลูกๆ (ลูกชายและลูกสาว),,hsk3
存,"เก็บ, ออม, รักษา",,hsk3
存在,"มีอยู่, ดำรงอยู่, การมีอยู่",,hsk3
学费,ค่าเล่าเรียน,,hsk3
安装,"ติดตั้ง, จัดตั้ง",,hsk3
完整,"สมบูรณ์, ครบถ้วน",,hsk3
定期,"เป็นประจำ, ตามกำหนด",,hsk3
实行,"ดำเนินการ, ปฏิบัติ",,hsk3
实际上,"ตามความเป็นจริง, ที่จริงแล้ว",,hsk3
实验,"การทดลอง, การทดสอบ",,hsk3
实验室,"ห้องปฏิบัติการ, ห้องทดลอง",,hsk3
宣布,"ประกาศ, แถลงการณ์",,hsk3
室,"ห้อง, หน่วย",,hsk3
家乡,"บ้านเกิด, บ้านเกิดเมืองนอน",,hsk3
富,"ร่ำรวย, มั่งคั่ง",,hsk3
对待,"ปฏิบัติต่อ, จัดการกับ",,hsk3
导演,"ผู้กำกับ, ผู้กำกับภาพยนตร์",,hsk3
将近,"เกือบ, ใกล้เคียง",,hsk3
就业,"การจ้างงาน, การมีงานทำ",,hsk3
属,"สังกัด, เป็นของ, ประเภท",,hsk3
工业,อุตสาหกรรม,,hsk3
工资,"เงินเดือน, ค่าจ้าง",,hsk3
巧,"มีฝีมือ, ประณีต, เก่ง",,hsk3
已,"แล้ว, เสร็จแล้ว",,hsk3
布,"กระจาย, จัดวาง, ผ้า",,hsk3
带动,"ขับเคลื่อน, นำพา",,hsk3
干吗,"ทำไม, เพื่ออะไร",,hsk3
年代,"ยุค, สมัย",,hsk3
年初,ต้นปี,,hsk3
年底,ปลายปี,,hsk3
年纪,"อายุ, วัย",,hsk3
并,"และ, พร้อมกัน, ด้วย",,hsk3
广大,"กว้างขวาง, มากมาย",,hsk3
庆祝,"เฉลิมฉลอง, ฉลอง",,hsk3
应当,"ควร, พึงจะ",,hsk3
底下,"ข้างล่าง, ใต้",,hsk3
建,"สร้าง, ก่อสร้าง",,hsk3
建成,"สร้างเสร็จ, ก่อสร้างแล้วเสร็จ",,hsk3
开业,"เปิดทำการ, เปิดร้าน",,hsk3
开展,"ริเริ่ม, ดำเนินการ, จัดกิจกรรม",,hsk3
开放,"เปิด, ทำให้เปิด",,hsk3
强,"แข็งแรง, เข้มแข็ง",,hsk3
强大,"แข็งแกร่ง, ทรงพลัง",,hsk3
强调,"เน้นย้ำ, ให้ความสำคัญ",,hsk3
当中,"ในหมู่, ท่ามกลาง",,hsk3
当初,"แต่เดิม, ตอนแรก",,hsk3
当地,"ท้องถิ่น, ในพื้นที่",,hsk3
录,"บันทึก, จด",,hsk3
录音,การบันทึกเสียง,,hsk3
形式,"รูปแบบ, รูปแบบหนึ่ง",,hsk3
形成,"ก่อตัว, เกิดขึ้น, สร้างขึ้น",,hsk3
影视,ภาพยนตร์และโทรทัศน์,,hsk3
得分,"การทำคะแนน, คะแนนที่ได้",,hsk3
必然,"แน่นอน, เป็นธรรมดา, หลีกเลี่ยงไม่ได้",,hsk3
志愿,"อาสาสมัคร, ความตั้งใจ",,hsk3
快速,"รวดเร็ว, ฉับไว",,hsk3
念,"คิด, นึก, ท่องจำ",,hsk3
性,"ลักษณะ, คุณสมบัติ, เพศ",,hsk3
总,"ทั้งหมด, โดยรวม, รวม",,hsk3
情感,"ความรู้สึก, อารมณ์",,hsk3
意外,"อุบัติเหตุ, เหตุการณ์ไม่คาดฝัน",,hsk3
愿望,"ความปรารถนา, ความต้องการ",,hsk3
慢慢,"ค่อยๆ, ช้าๆ",,hsk3
成员,"สมาชิก, บุคลากร",,hsk3
成果,"ผลสำเร็จ, ผลงาน",,hsk3
成长,"การเติบโต, การพัฒนา",,hsk3
房屋,"บ้าน, อาคาร",,hsk3
所,"หน่วยงาน, สำนักงาน, สถานที่ ; (คำลักษณนาม)",,hsk3
所长,"ผู้อำนวยการ, หัวหน้า",,hsk3
打破,"ทำลาย, ทลาย",,hsk3
把,"เอา, ใช้ (กรรมตรง)",,hsk3
抓,"จับ, คว้า",,hsk3
抓住,"จับกุม, ยึด",,hsk3
报到,"รายงานตัว, แจ้งรายงาน",,hsk3
报道,"รายงานข่าว, รายงาน",,hsk3
拍,"ถ่าย (รูป, หนัง), ตี (ลูก)",,hsk3
指,"ชี้, บอก, แนะนำ",,hsk3
指出,"ชี้ให้เห็น, ระบุ",,hsk3
指导,"ชี้แนะ, แนะนำ, นำทาง",,hsk3
按,"ตาม, โดย",,hsk3
排名,"อันดับ, การจัดอันดับ",,hsk3
接待,"ต้อนรับ, รับรอง, การรับรอง",,hsk3
接近,"เข้าใกล้, ใกล้, เข้าหา",,hsk3
推动,"ผลักดัน, ส่งเสริม, สนับสนุน",,hsk3
推广,"ส่งเสริม, เผยแพร่, โปรโมท",,hsk3
推开,"ผลักออก, เปิดออก",,hsk3
推进,"ผลักดันไปข้างหน้า, คืบหน้า",,hsk3
提问,"ถาม, ตั้งคำถาม",,hsk3
握手,จับมือ,,hsk3
搬,"ย้าย, ขน, แบก",,hsk3
播出,"ออกอากาศ, แพร่ภาพ",,hsk3
支,"สนับสนุน, ช่วยเหลือ, กิ่งก้าน",,hsk3
收听,"รับฟัง, ฟัง",,hsk3
收看,"รับชม, ดู",,hsk3
收费,"เก็บค่าบริการ, คิดค่าบริการ",,hsk3
收音机,วิทยุ,,hsk3
改造,"ปรับปรุง, ปฏิรูป, ดัดแปลง",,hsk3
放到,"วางไว้, ใส่ไว้",,hsk3
故乡,"บ้านเกิด, บ้านเกิดเมืองนอน",,hsk3
救,"ช่วย, ช่วยเหลือ, กู้ภัย",,hsk3
敢,"กล้า, กล้าหาญ",,hsk3
整,"ทำให้เรียบร้อย, จัดการ, ซ่อมแซม ; ทั้งหมด, เต็ม",,hsk3
整个,"ทั้งหมด, ทั้งสิ้น, ทั้งมวล",,hsk3
整体,"โดยรวม, ทั้งหมด, ภาพรวม",,hsk3
整天,ทั้งวัน,,hsk3
整整,"เต็ม, ตลอด, ทั้งหมด",,hsk3
文件,"เอกสาร, แฟ้ม",,hsk3
文明,"อารยธรรม, วัฒนธรรม",,hsk3
断,"ขาด, หัก, หยุด, พัง",,hsk3
日常,"ประจำวัน, ปกติ",,hsk3
早已,"นานแล้ว, แต่ก่อน",,hsk3
时,"เวลา, ขณะ, โอกาส",,hsk3
时代,"ยุค, สมัย",,hsk3
时刻,"ช่วงเวลา, ขณะ, โอกาส",,hsk3
明显,"ชัดเจน, เห็นได้ชัด",,hsk3
